Time,Sensor,Signal,Activity
2010-01-22 05:01:34.843001,M020,OFF,Sleeping_in_Bed
2010-01-22 05:01:35.875001,M012,ON,Sleeping_in_Bed
2010-01-22 05:01:39.875001,M012,OFF,Sleeping_in_Bed
2010-01-22 05:01:41.468001,M012,ON,Sleeping_in_Bed
2010-01-22 05:01:45.437001,M012,OFF,Sleeping_in_Bed
2010-01-22 05:02:33.968001,M012,ON,Sleeping_in_Bed
2010-01-22 05:02:37.843001,M012,OFF,Sleeping_in_Bed
2010-01-22 05:02:52.468001,M012,ON,Sleeping_in_Bed
2010-01-22 05:02:56.656001,M012,OFF,Sleeping_in_Bed
2010-01-22 05:34:11.375001,M012,ON,Sleeping_in_Bed
2010-01-22 05:34:15.671001,M012,OFF,Sleeping_in_Bed
2010-01-22 05:36:17.062001,M012,ON,Sleeping_in_Bed
2010-01-22 05:36:21.062001,M012,OFF,Sleeping_in_Bed
2010-01-22 05:38:00.640001,M012,ON,Sleeping_in_Bed
2010-01-22 05:38:04.953001,M012,OFF,Sleeping_in_Bed
2010-01-22 05:56:31.093001,M012,ON,Sleeping_in_Bed
2010-01-22 05:56:35.375001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:07:19.468001,M012,ON,Sleeping_in_Bed
2010-01-22 06:07:23.765001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:07:26.062001,M012,ON,Sleeping_in_Bed
2010-01-22 06:07:30.062001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:07:32.062001,M012,ON,Sleeping_in_Bed
2010-01-22 06:07:36.328001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:10:16.640001,M012,ON,Sleeping_in_Bed
2010-01-22 06:10:20.953001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:10:24.250001,M012,ON,Sleeping_in_Bed
2010-01-22 06:10:27.921001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:11:28.640001,M012,ON,Sleeping_in_Bed
2010-01-22 06:11:32.546001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:11:35.234001,M012,ON,Sleeping_in_Bed
2010-01-22 06:11:39.140001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:11:42.125001,M012,ON,Sleeping_in_Bed
2010-01-22 06:11:43.812001,M020,ON,Sleeping_in_Bed
2010-01-22 06:11:46.156001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:11:46.437001,M019,ON,Sleeping_in_Bed
2010-01-22 06:11:48.031001,M020,OFF,Sleeping_in_Bed
2010-01-22 06:11:49.046001,M012,ON,Sleeping_in_Bed
2010-01-22 06:11:51.046001,M019,OFF,Sleeping_in_Bed
2010-01-22 06:11:53.046001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:11:55.328001,M012,ON,Sleeping_in_Bed
2010-01-22 06:11:59.343001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:12:01.937001,M012,ON,Sleeping_in_Bed
2010-01-22 06:12:09.843001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:12:10.250001,M012,ON,Sleeping_in_Bed
2010-01-22 06:12:10.546001,M020,ON,Sleeping_in_Bed
2010-01-22 06:12:10.828001,M020,OFF,Sleeping_in_Bed
2010-01-22 06:12:12.546001,M012,OFF,Sleeping_in_Bed
2010-01-22 06:12:14.843001,M012,ON,Other_Activity
2010-01-22 06:12:18.734001,M012,OFF,Other_Activity
2010-01-22 06:12:22.031001,M012,ON,Other_Activity
2010-01-22 06:12:26.343001,M012,OFF,Other_Activity
2010-01-22 06:12:27.046001,M019,ON,Other_Activity
2010-01-22 06:12:28.046001,M012,ON,Other_Activity
2010-01-22 06:12:29.343001,M020,ON,Other_Activity
2010-01-22 06:12:31.328001,M019,OFF,Other_Activity
2010-01-22 06:12:31.937001,M012,OFF,Other_Activity
2010-01-22 06:12:33.312001,M020,OFF,Other_Activity
2010-01-22 06:12:36.953001,M019,ON,Other_Activity
2010-01-22 06:12:40.828001,M019,OFF,Other_Activity
2010-01-22 06:12:41.843001,M008,ON,Other_Activity
2010-01-22 06:12:45.140001,M004,ON,Personal_Hygiene
2010-01-22 06:12:45.843001,M008,OFF,Personal_Hygiene
2010-01-22 06:12:48.437001,M008,ON,Personal_Hygiene
2010-01-22 06:12:49.140001,M004,OFF,Personal_Hygiene
2010-01-22 06:12:51.734001,M016,ON,Personal_Hygiene
2010-01-22 06:12:52.140001,M004,ON,Personal_Hygiene
2010-01-22 06:12:52.437001,M008,OFF,Personal_Hygiene
2010-01-22 06:12:56.046001,M016,OFF,Personal_Hygiene
2010-01-22 06:12:56.453001,M004,OFF,Personal_Hygiene
2010-01-22 06:12:58.343001,M004,ON,Personal_Hygiene
2010-01-22 06:13:02.343001,M004,OFF,Personal_Hygiene
2010-01-22 06:13:05.343001,M004,ON,Personal_Hygiene
2010-01-22 06:13:09.250001,M004,OFF,Personal_Hygiene
2010-01-22 06:13:12.250001,M016,ON,Personal_Hygiene
2010-01-22 06:13:16.250001,M016,OFF,Personal_Hygiene
2010-01-22 06:13:16.843001,M004,ON,Personal_Hygiene
2010-01-22 06:13:20.828001,M004,OFF,Personal_Hygiene
2010-01-22 06:13:46.203001,M004,ON,Personal_Hygiene
2010-01-22 06:13:49.546001,M004,OFF,Personal_Hygiene
2010-01-22 06:14:15.640001,M004,ON,Personal_Hygiene
2010-01-22 06:14:19.546001,M004,OFF,Personal_Hygiene
2010-01-22 06:14:26.843001,M004,ON,Personal_Hygiene
2010-01-22 06:14:30.734001,M004,OFF,Personal_Hygiene
2010-01-22 06:14:34.437001,M016,ON,Personal_Hygiene
2010-01-22 06:14:38.750001,M016,OFF,Personal_Hygiene
2010-01-22 06:15:35.140001,M016,ON,Personal_Hygiene
2010-01-22 06:15:36.125001,M004,ON,Personal_Hygiene
2010-01-22 06:15:39.421001,M016,OFF,Personal_Hygiene
2010-01-22 06:15:40.437001,M004,OFF,Personal_Hygiene
2010-01-22 06:15:44.328001,M004,ON,Personal_Hygiene
2010-01-22 06:15:48.296001,M004,OFF,Personal_Hygiene
2010-01-22 06:15:50.656001,M004,ON,Personal_Hygiene
2010-01-22 06:15:54.640001,M004,OFF,Personal_Hygiene
2010-01-22 06:15:56.937001,M004,ON,Personal_Hygiene
2010-01-22 06:16:00.828001,M004,OFF,Personal_Hygiene
2010-01-22 06:16:07.843001,M004,ON,Personal_Hygiene
2010-01-22 06:16:12.015001,M004,OFF,Personal_Hygiene
2010-01-22 06:16:22.312001,M004,ON,Personal_Hygiene
2010-01-22 06:16:25.921001,M008,ON,Personal_Hygiene
2010-01-22 06:16:26.218001,M004,OFF,Personal_Hygiene
2010-01-22 06:16:27.640001,M016,ON,Personal_Hygiene
2010-01-22 06:16:28.234001,M004,ON,Personal_Hygiene
2010-01-22 06:16:29.937001,M008,OFF,Personal_Hygiene
2010-01-22 06:16:31.531001,M016,OFF,Personal_Hygiene
2010-01-22 06:16:34.203001,M008,ON,Personal_Hygiene
2010-01-22 06:16:34.531001,M004,OFF,Personal_Hygiene
2010-01-22 06:16:34.812001,M004,ON,Personal_Hygiene
2010-01-22 06:16:36.531001,M008,OFF,Personal_Hygiene
2010-01-22 06:16:40.125001,M008,ON,Personal_Hygiene
2010-01-22 06:16:40.437001,M004,OFF,Personal_Hygiene
2010-01-22 06:16:41.734001,M008,OFF,Other_Activity
2010-01-22 06:16:51.312001,M008,ON,Other_Activity
2010-01-22 06:16:54.953001,M008,OFF,Other_Activity
2010-01-22 06:16:56.328001,M008,ON,Other_Activity
2010-01-22 06:17:00.234001,M008,OFF,Other_Activity
2010-01-22 06:17:03.937001,M019,ON,Other_Activity
2010-01-22 06:17:05.828001,M020,ON,Other_Activity
2010-01-22 06:17:08.156001,M019,OFF,Other_Activity
2010-01-22 06:17:09.843001,M020,OFF,Other_Activity
2010-01-22 06:17:15.140001,M012,ON,Other_Activity
2010-01-22 06:17:15.421001,M019,ON,Other_Activity
2010-01-22 06:17:17.109001,M020,ON,Other_Activity
2010-01-22 06:17:19.437001,M012,OFF,Other_Activity
2010-01-22 06:17:19.718001,M019,OFF,Other_Activity
2010-01-22 06:17:21.031001,M020,OFF,Other_Activity
2010-01-22 06:17:22.015001,M012,ON,Other_Activity
2010-01-22 06:17:26.031001,M012,OFF,Other_Activity
2010-01-22 06:17:28.312001,M012,ON,Other_Activity
2010-01-22 06:17:32.625001,M012,OFF,Other_Activity
2010-01-22 06:17:35.515001,M012,ON,Other_Activity
2010-01-22 06:17:39.828001,M012,OFF,Other_Activity
2010-01-22 06:17:41.109001,M012,ON,Other_Activity
2010-01-22 06:17:45.421001,M012,OFF,Other_Activity
2010-01-22 06:17:49.125001,M012,ON,Other_Activity
2010-01-22 06:17:53.031001,M012,OFF,Other_Activity
2010-01-22 06:17:58.031001,M012,ON,Other_Activity
2010-01-22 06:18:02.328001,M012,OFF,Other_Activity
2010-01-22 06:18:03.890001,M012,ON,Other_Activity
2010-01-22 06:18:07.906001,M012,OFF,Other_Activity
2010-01-22 06:18:11.515001,M012,ON,Other_Activity
2010-01-22 06:18:15.828001,M012,OFF,Other_Activity
2010-01-22 06:18:17.828001,M012,ON,Other_Activity
2010-01-22 06:18:18.812001,M020,ON,Other_Activity
2010-01-22 06:18:22.125001,M012,OFF,Other_Activity
2010-01-22 06:18:23.093001,M020,OFF,Other_Activity
2010-01-22 06:18:24.406001,M012,ON,Other_Activity
2010-01-22 06:18:28.734001,M012,OFF,Other_Activity
2010-01-22 06:18:34.312001,M012,ON,Other_Activity
2010-01-22 06:18:38.218001,M012,OFF,Other_Activity
2010-01-22 06:18:38.625001,M012,ON,Other_Activity
2010-01-22 06:18:38.921001,M020,ON,Other_Activity
2010-01-22 06:18:39.187001,M020,OFF,Other_Activity
2010-01-22 06:18:42.218001,M012,OFF,Other_Activity
2010-01-22 06:18:43.187001,M020,ON,Other_Activity
2010-01-22 06:18:43.859001,M012,ON,Other_Activity
2010-01-22 06:18:47.531001,M020,OFF,Other_Activity
2010-01-22 06:18:47.812001,M012,OFF,Other_Activity
2010-01-22 06:18:51.109001,M012,ON,Other_Activity
2010-01-22 06:18:55.421001,M012,OFF,Other_Activity
2010-01-22 06:18:57.406001,M012,ON,Other_Activity
2010-01-22 06:19:01.734001,M012,OFF,Other_Activity
2010-01-22 06:19:05.031001,M012,ON,Other_Activity
2010-01-22 06:19:08.921001,M012,OFF,Other_Activity
2010-01-22 06:19:16.484001,M012,ON,Other_Activity
2010-01-22 06:19:20.812001,M012,OFF,Other_Activity
2010-01-22 06:19:23.453001,M012,ON,Other_Activity
2010-01-22 06:19:27.406001,M012,OFF,Other_Activity
2010-01-22 06:19:32.031001,M012,ON,Other_Activity
2010-01-22 06:19:35.984001,M012,OFF,Other_Activity
2010-01-22 06:19:37.609001,M012,ON,Other_Activity
2010-01-22 06:19:41.640001,M012,OFF,Other_Activity
2010-01-22 06:19:44.625001,M012,ON,Other_Activity
2010-01-22 06:19:45.218001,M020,ON,Other_Activity
2010-01-22 06:19:48.531001,M012,OFF,Other_Activity
2010-01-22 06:19:49.234001,M020,OFF,Other_Activity
2010-01-22 06:19:49.843001,M012,ON,Other_Activity
2010-01-22 06:19:53.812001,M012,OFF,Other_Activity
2010-01-22 06:19:56.828001,M012,ON,Other_Activity
2010-01-22 06:20:01.125001,M012,OFF,Other_Activity
2010-01-22 06:20:05.421001,M012,ON,Other_Activity
2010-01-22 06:20:09.640001,M012,OFF,Other_Activity
2010-01-22 06:20:15.640001,M012,ON,Other_Activity
2010-01-22 06:20:19.218001,M020,ON,Other_Activity
2010-01-22 06:20:19.906001,M012,OFF,Other_Activity
2010-01-22 06:20:20.203001,M019,ON,Other_Activity
2010-01-22 06:20:21.218001,M012,ON,Other_Activity
2010-01-22 06:20:23.203001,M020,OFF,Other_Activity
2010-01-22 06:20:24.218001,M019,OFF,Other_Activity
2010-01-22 06:20:25.531001,M012,OFF,Other_Activity
2010-01-22 06:20:27.125001,M012,ON,Other_Activity
2010-01-22 06:20:30.812001,M012,OFF,Other_Activity
2010-01-22 06:20:33.125001,M012,ON,Other_Activity
2010-01-22 06:20:37.421001,M012,OFF,Other_Activity
2010-01-22 06:20:39.984001,M012,ON,Other_Activity
2010-01-22 06:20:44.000001,M012,OFF,Other_Activity
2010-01-22 06:20:47.296001,M012,ON,Other_Activity
2010-01-22 06:20:51.625001,M012,OFF,Other_Activity
2010-01-22 06:20:53.218001,M012,ON,Other_Activity
2010-01-22 06:20:57.218001,M012,OFF,Other_Activity
2010-01-22 06:21:03.125001,M012,ON,Other_Activity
2010-01-22 06:21:07.125001,M012,OFF,Other_Activity
2010-01-22 06:21:08.421001,M020,ON,Other_Activity
2010-01-22 06:21:09.421001,M012,ON,Other_Activity
2010-01-22 06:21:12.718001,M020,OFF,Other_Activity
2010-01-22 06:21:13.296001,M012,OFF,Other_Activity
2010-01-22 06:21:39.125001,M012,ON,Other_Activity
2010-01-22 06:21:43.421001,M012,OFF,Other_Activity
2010-01-22 06:21:50.609001,M012,ON,Other_Activity
2010-01-22 06:21:54.906001,M012,OFF,Other_Activity
2010-01-22 06:22:12.125001,M012,ON,Other_Activity
2010-01-22 06:22:14.093001,M020,ON,Other_Activity
2010-01-22 06:22:16.015001,M012,OFF,Other_Activity
2010-01-22 06:22:18.312001,M020,OFF,Other_Activity
2010-01-22 06:22:31.203001,M012,ON,Other_Activity
2010-01-22 06:22:34.812001,M012,OFF,Other_Activity
2010-01-22 06:22:36.796001,M012,ON,Other_Activity
2010-01-22 06:22:38.812001,M020,ON,Other_Activity
2010-01-22 06:22:40.812001,M012,OFF,Other_Activity
2010-01-22 06:22:47.109001,M019,ON,Other_Activity
2010-01-22 06:22:49.421001,M012,ON,Other_Activity
2010-01-22 06:22:50.000001,M012,OFF,Other_Activity
2010-01-22 06:22:50.406001,M012,ON,Other_Activity
2010-01-22 06:22:51.000001,M019,OFF,Other_Activity
2010-01-22 06:22:52.015001,M020,OFF,Other_Activity
2010-01-22 06:22:52.296001,M020,ON,Other_Activity
2010-01-22 06:22:52.718001,M020,OFF,Other_Activity
2010-01-22 06:22:53.718001,M012,OFF,Other_Activity
2010-01-22 06:22:54.312001,M020,ON,Other_Activity
2010-01-22 06:22:55.312001,M012,ON,Other_Activity
2010-01-22 06:22:58.609001,M020,OFF,Other_Activity
2010-01-22 06:23:01.875001,M012,OFF,Other_Activity
2010-01-22 06:23:03.203001,M012,ON,Other_Activity
2010-01-22 06:23:03.906001,M020,ON,Other_Activity
2010-01-22 06:23:04.203001,M020,OFF,Other_Activity
2010-01-22 06:23:05.218001,M019,ON,Other_Activity
2010-01-22 06:23:08.218001,M012,OFF,Other_Activity
2010-01-22 06:23:08.484001,M012,ON,Other_Activity
2010-01-22 06:23:08.828001,M019,OFF,Other_Activity
2010-01-22 06:23:11.515001,M012,OFF,Other_Activity
2010-01-22 06:23:25.312001,M012,ON,Other_Activity
2010-01-22 06:23:28.312001,M020,ON,Other_Activity
2010-01-22 06:23:29.281001,M012,OFF,Other_Activity
2010-01-22 06:23:32.312001,M020,OFF,Other_Activity
2010-01-22 06:23:42.500001,M012,ON,Other_Activity
2010-01-22 06:23:46.515001,M012,OFF,Other_Activity
2010-01-22 06:23:49.078001,M012,ON,Other_Activity
2010-01-22 06:23:53.406001,M012,OFF,Other_Activity
2010-01-22 06:24:08.187001,M012,ON,Other_Activity
2010-01-22 06:24:12.187001,M012,OFF,Other_Activity
2010-01-22 06:24:16.796001,M012,ON,Other_Activity
2010-01-22 06:24:19.812001,M019,ON,Other_Activity
2010-01-22 06:24:20.812001,M012,OFF,Other_Activity
2010-01-22 06:24:21.796001,M020,ON,Other_Activity
2010-01-22 06:24:22.812001,M012,ON,Other_Activity
2010-01-22 06:24:24.109001,M019,OFF,Other_Activity
2010-01-22 06:24:25.109001,M019,ON,Other_Activity
2010-01-22 06:24:26.093001,M020,OFF,Other_Activity
2010-01-22 06:24:27.406001,M012,OFF,Other_Activity
2010-01-22 06:24:29.703001,M019,OFF,Other_Activity
2010-01-22 06:24:32.015001,M019,ON,Other_Activity
2010-01-22 06:24:36.000001,M019,OFF,Other_Activity
2010-01-22 06:24:39.609001,M019,ON,Other_Activity
2010-01-22 06:24:39.906001,M020,ON,Other_Activity
2010-01-22 06:24:43.203001,M012,ON,Other_Activity
2010-01-22 06:24:45.187001,M020,OFF,Other_Activity
2010-01-22 06:24:45.484001,M019,OFF,Other_Activity
2010-01-22 06:24:47.468001,M012,OFF,Other_Activity
2010-01-22 06:24:50.781001,M020,ON,Other_Activity
2010-01-22 06:24:51.812001,M012,ON,Other_Activity
2010-01-22 06:24:54.781001,M020,OFF,Other_Activity
2010-01-22 06:24:55.812001,M012,OFF,Other_Activity
2010-01-22 06:25:00.984001,M012,ON,Other_Activity
2010-01-22 06:25:04.984001,M012,OFF,Other_Activity
2010-01-22 06:25:16.500001,M020,ON,Other_Activity
2010-01-22 06:25:20.500001,M020,OFF,Other_Activity
2010-01-22 06:25:21.187001,M012,ON,Other_Activity
2010-01-22 06:25:22.203001,M020,ON,Other_Activity
2010-01-22 06:25:25.093001,M012,OFF,Other_Activity
2010-01-22 06:25:26.093001,M020,OFF,Other_Activity
2010-01-22 06:25:37.281001,M019,ON,Other_Activity
2010-01-22 06:25:41.593001,M019,OFF,Other_Activity
2010-01-22 06:25:48.187001,M019,ON,Other_Activity
2010-01-22 06:25:48.906001,M020,ON,Other_Activity
2010-01-22 06:25:51.906001,M012,ON,Other_Activity
2010-01-22 06:25:52.500001,M019,OFF,Other_Activity
2010-01-22 06:25:52.796001,M020,OFF,Other_Activity
2010-01-22 06:25:58.500001,M020,ON,Other_Activity
2010-01-22 06:25:59.812001,M020,OFF,Other_Activity
2010-01-22 06:26:00.078001,M012,OFF,Other_Activity
2010-01-22 06:26:00.421001,M012,ON,Other_Activity
2010-01-22 06:26:02.093001,M012,OFF,Other_Activity
2010-01-22 06:26:03.406001,M012,ON,Other_Activity
2010-01-22 06:26:06.406001,M020,ON,Other_Activity
2010-01-22 06:26:07.671001,M012,OFF,Other_Activity
2010-01-22 06:26:10.000001,M012,ON,Other_Activity
2010-01-22 06:26:10.703001,M020,OFF,Other_Activity
2010-01-22 06:26:13.578001,M012,OFF,Other_Activity
2010-01-22 06:26:16.906001,M012,ON,Other_Activity
2010-01-22 06:26:17.890001,M020,ON,Other_Activity
2010-01-22 06:26:18.296001,M020,OFF,Other_Activity
2010-01-22 06:26:20.890001,M020,ON,Other_Activity
2010-01-22 06:26:21.187001,M012,OFF,Other_Activity
2010-01-22 06:26:22.500001,M019,ON,Other_Activity
2010-01-22 06:26:22.906001,M019,OFF,Other_Activity
2010-01-22 06:26:23.171001,M019,ON,Other_Activity
2010-01-22 06:26:24.906001,M020,OFF,Other_Activity
2010-01-22 06:26:27.171001,M019,OFF,Other_Activity
2010-01-22 06:26:34.781001,M008,ON,Other_Activity
2010-01-22 06:26:39.000001,M008,OFF,Other_Activity
2010-01-22 06:26:40.984001,M008,ON,Other_Activity
2010-01-22 06:26:45.000001,M008,OFF,Other_Activity
2010-01-22 06:26:47.593001,M004,ON,Other_Activity
2010-01-22 06:26:48.890001,M008,ON,Other_Activity
2010-01-22 06:26:51.593001,M004,OFF,Other_Activity
2010-01-22 06:26:51.890001,M016,ON,Other_Activity
2010-01-22 06:26:52.906001,M008,OFF,Other_Activity
2010-01-22 06:26:53.218001,M004,ON,Other_Activity
2010-01-22 06:26:54.906001,D032,OPEN,Other_Activity
2010-01-22 06:26:56.203001,M016,OFF,Other_Activity
2010-01-22 06:26:57.171001,M004,OFF,Other_Activity
2010-01-22 06:26:59.203001,M004,ON,Other_Activity
2010-01-22 06:27:03.078001,M004,OFF,Other_Activity
2010-01-22 06:27:04.484001,M004,ON,Other_Activity
2010-01-22 06:27:08.390001,M004,OFF,Other_Activity
2010-01-22 06:27:10.078001,D032,CLOSE,Other_Activity
2010-01-22 06:27:10.406001,M004,ON,Other_Activity
2010-01-22 06:27:14.703001,M004,OFF,Other_Activity
2010-01-22 06:27:33.781001,M004,ON,Other_Activity
2010-01-22 06:27:37.796001,M004,OFF,Other_Activity
2010-01-22 06:27:39.093001,M004,ON,Other_Activity
2010-01-22 06:27:40.781001,M016,ON,Other_Activity
2010-01-22 06:27:43.375001,M004,OFF,Other_Activity
2010-01-22 06:27:44.984001,M016,OFF,Other_Activity
2010-01-22 06:27:45.703001,M004,ON,Other_Activity
2010-01-22 06:27:49.000001,M004,OFF,Other_Activity
2010-01-22 06:27:54.593001,M004,ON,Other_Activity
2010-01-22 06:27:55.875001,M016,ON,Other_Activity
2010-01-22 06:27:58.859001,M004,OFF,Other_Activity
2010-01-22 06:27:59.875001,M016,OFF,Other_Activity
2010-01-22 06:28:00.171001,M004,ON,Other_Activity
2010-01-22 06:28:04.187001,M004,OFF,Other_Activity
2010-01-22 06:28:07.203001,M016,ON,Other_Activity
2010-01-22 06:28:11.093001,M016,OFF,Other_Activity
2010-01-22 06:28:11.390001,M004,ON,Other_Activity
2010-01-22 06:28:16.375001,M004,OFF,Other_Activity
2010-01-22 06:28:21.281001,M016,ON,Other_Activity
2010-01-22 06:28:22.296001,M004,ON,Other_Activity
2010-01-22 06:28:25.578001,M016,OFF,Other_Activity
2010-01-22 06:28:26.000001,M004,OFF,Other_Activity
2010-01-22 06:28:28.593001,M004,ON,Other_Activity
2010-01-22 06:28:32.593001,M004,OFF,Other_Activity
2010-01-22 06:28:44.796001,M004,ON,Other_Activity
2010-01-22 06:28:49.093001,M004,OFF,Other_Activity
2010-01-22 06:28:56.703001,M016,ON,Other_Activity
2010-01-22 06:28:57.281001,M004,ON,Other_Activity
2010-01-22 06:29:00.593001,M016,OFF,Other_Activity
2010-01-22 06:29:01.296001,M004,OFF,Other_Activity
2010-01-22 06:29:05.171001,M004,ON,Other_Activity
2010-01-22 06:29:09.171001,M016,ON,Other_Activity
2010-01-22 06:29:09.468001,M004,OFF,Other_Activity
2010-01-22 06:29:13.453001,M016,OFF,Other_Activity
2010-01-22 06:29:21.390001,M004,ON,Other_Activity
2010-01-22 06:29:22.093001,M016,ON,Other_Activity
2010-01-22 06:29:25.984001,M016,OFF,Other_Activity
2010-01-22 06:29:26.390001,M004,OFF,Other_Activity
2010-01-22 06:29:35.562001,M004,ON,Other_Activity
2010-01-22 06:29:37.890001,M016,ON,Other_Activity
2010-01-22 06:29:39.593001,M004,OFF,Other_Activity
2010-01-22 06:29:41.187001,D032,OPEN,Other_Activity
2010-01-22 06:29:41.890001,M016,OFF,Other_Activity
2010-01-22 06:29:42.171001,M004,ON,Other_Activity
2010-01-22 06:29:45.781001,M004,OFF,Other_Activity
2010-01-22 06:29:48.500001,M004,ON,Other_Activity
2010-01-22 06:29:48.796001,D032,CLOSE,Other_Activity
2010-01-22 06:29:52.406001,M004,OFF,Other_Activity
2010-01-22 06:29:59.375001,M004,ON,Other_Activity
2010-01-22 06:30:03.281001,M004,OFF,Other_Activity
2010-01-22 06:30:29.390001,M004,ON,Other_Activity
2010-01-22 06:30:33.953001,M004,OFF,Other_Activity
2010-01-22 06:30:39.281001,M004,ON,Other_Activity
2010-01-22 06:30:43.187001,M004,OFF,Other_Activity
2010-01-22 06:31:11.265001,M004,ON,Other_Activity
2010-01-22 06:31:15.281001,M004,OFF,Other_Activity
2010-01-22 06:31:16.890001,M004,ON,Other_Activity
2010-01-22 06:31:21.156001,M004,OFF,Other_Activity
2010-01-22 06:31:22.187001,M008,ON,Other_Activity
2010-01-22 06:31:26.078001,M008,OFF,Other_Activity
2010-01-22 06:31:29.375001,M008,ON,Other_Activity
2010-01-22 06:31:33.390001,M008,OFF,Other_Activity
2010-01-22 06:31:36.687001,M008,ON,Other_Activity
2010-01-22 06:31:40.687001,M008,OFF,Other_Activity
2010-01-22 06:31:54.468001,M010,ON,Other_Activity
2010-01-22 06:31:58.781001,M010,OFF,Other_Activity
2010-01-22 06:32:01.781001,M010,ON,Other_Activity
2010-01-22 06:32:06.093001,M010,OFF,Other_Activity
2010-01-22 06:32:08.671001,M010,ON,Other_Activity
2010-01-22 06:32:12.687001,M010,OFF,Other_Activity
2010-01-22 06:32:21.578001,M017,ON,Other_Activity
2010-01-22 06:32:25.171001,M007,ON,Other_Activity
2010-01-22 06:32:25.890001,M017,OFF,Other_Activity
2010-01-22 06:32:29.187001,M007,OFF,Other_Activity
2010-01-22 06:32:30.156001,M015,ON,Other_Activity
2010-01-22 06:32:33.750001,M003,ON,Other_Activity
2010-01-22 06:32:34.046001,M015,OFF,Other_Activity
2010-01-22 06:32:35.375001,D029,OPEN,Other_Activity
2010-01-22 06:32:36.078001,M015,ON,Other_Activity
2010-01-22 06:32:38.078001,M003,OFF,Other_Activity
2010-01-22 06:32:40.359001,M015,OFF,Other_Activity
2010-01-22 06:32:41.078001,M003,ON,Meal_Preparation
2010-01-22 06:32:41.968001,M015,ON,Meal_Preparation
2010-01-22 06:32:44.687001,M003,OFF,Meal_Preparation
2010-01-22 06:32:45.984001,M015,OFF,Meal_Preparation
2010-01-22 06:32:51.578001,M003,ON,Meal_Preparation
2010-01-22 06:32:55.593001,M003,OFF,Meal_Preparation
2010-01-22 06:32:57.171001,M015,ON,Meal_Preparation
2010-01-22 06:32:57.578001,M003,ON,Meal_Preparation
2010-01-22 06:33:01.468001,M015,OFF,Meal_Preparation
2010-01-22 06:33:01.765001,M003,OFF,Meal_Preparation
2010-01-22 06:33:03.484001,M003,ON,Meal_Preparation
2010-01-22 06:33:04.781001,D029,CLOSE,Meal_Preparation
2010-01-22 06:33:05.484001,M015,ON,Meal_Preparation
2010-01-22 06:33:07.781001,M003,OFF,Meal_Preparation
2010-01-22 06:33:10.062001,M015,OFF,Meal_Preparation
2010-01-22 06:33:18.687001,M003,ON,Meal_Preparation
2010-01-22 06:33:19.968001,M015,ON,Meal_Preparation
2010-01-22 06:33:22.562001,M003,OFF,Meal_Preparation
2010-01-22 06:33:23.984001,M015,OFF,Meal_Preparation
2010-01-22 06:33:24.265001,M001,ON,Meal_Preparation
2010-01-22 06:33:28.171001,M001,OFF,Meal_Preparation
2010-01-22 06:33:30.578001,M001,ON,Meal_Preparation
2010-01-22 06:33:31.890001,M015,ON,Meal_Preparation
2010-01-22 06:33:34.468001,M001,OFF,Meal_Preparation
2010-01-22 06:33:35.781001,M015,OFF,Meal_Preparation
2010-01-22 06:33:54.984001,M015,ON,Meal_Preparation
2010-01-22 06:33:55.984001,M001,ON,Meal_Preparation
2010-01-22 06:33:58.859001,M015,OFF,Meal_Preparation
2010-01-22 06:33:59.859001,M001,OFF,Meal_Preparation
2010-01-22 06:34:00.578001,D026,OPEN,Meal_Preparation
2010-01-22 06:34:01.578001,M001,ON,Meal_Preparation
2010-01-22 06:34:05.484001,M001,OFF,Meal_Preparation
2010-01-22 06:34:07.765001,M001,ON,Meal_Preparation
2010-01-22 06:34:11.781001,M001,OFF,Meal_Preparation
2010-01-22 06:34:13.484001,M015,ON,Meal_Preparation
2010-01-22 06:34:13.765001,M001,ON,Meal_Preparation
2010-01-22 06:34:17.375001,M015,OFF,Meal_Preparation
2010-01-22 06:34:18.078001,M001,OFF,Meal_Preparation
2010-01-22 06:34:24.937001,M001,ON,Meal_Preparation
2010-01-22 06:34:25.250001,M015,ON,Meal_Preparation
2010-01-22 06:34:28.984001,M001,OFF,Meal_Preparation
2010-01-22 06:34:29.281001,M015,OFF,Meal_Preparation
2010-01-22 06:34:30.859001,M001,ON,Meal_Preparation
2010-01-22 06:34:35.156001,M001,OFF,Meal_Preparation
2010-01-22 06:34:36.875001,M001,ON,Meal_Preparation
2010-01-22 06:34:40.765001,M001,OFF,Meal_Preparation
2010-01-22 06:34:50.375001,M001,ON,Meal_Preparation
2010-01-22 06:34:54.375001,M001,OFF,Meal_Preparation
2010-01-22 06:35:02.265001,M001,ON,Meal_Preparation
