,Time,Sensor,Signal,Activity
2494,2010-01-18 19:18:02.921001,M020,ON,Other_Activity
2495,2010-01-18 19:18:04.921001,M019,ON,Other_Activity
2496,2010-01-18 19:18:05.921001,M012,OFF,Other_Activity
2497,2010-01-18 19:18:06.937001,M020,OFF,Other_Activity
2498,2010-01-18 19:18:07.640001,M012,ON,Other_Activity
2499,2010-01-18 19:18:08.921001,M019,OFF,Other_Activity
2500,2010-01-18 19:18:10.546001,M019,ON,Other_Activity
2501,2010-01-18 19:18:11.859001,M012,OFF,Other_Activity
2502,2010-01-18 19:18:14.843001,M019,OFF,Other_Activity
2503,2010-01-18 19:18:18.843001,M007,ON,Other_Activity
2504,2010-01-18 19:18:19.125001,M007,OFF,Other_Activity
2505,2010-01-18 19:18:19.421001,M008,ON,Other_Activity
2506,2010-01-18 19:18:23.437001,M008,OFF,Other_Activity
2507,2010-01-18 19:18:26.734001,M017,ON,Other_Activity
2508,2010-01-18 19:18:30.703001,M017,OFF,Other_Activity
2509,2010-01-18 19:18:32.625001,M017,ON,Other_Activity
2510,2010-01-18 19:18:36.656001,M010,ON,Sleeping_Not_in_Bed
2511,2010-01-18 19:18:36.937001,M017,OFF,Sleeping_Not_in_Bed
2512,2010-01-18 19:18:40.640001,M010,OFF,Sleeping_Not_in_Bed
2513,2010-01-18 19:18:43.906001,M010,ON,Sleeping_Not_in_Bed
2514,2010-01-18 19:18:47.843001,M010,OFF,Sleeping_Not_in_Bed
2515,2010-01-18 19:19:51.828001,M010,ON,Sleeping_Not_in_Bed
2516,2010-01-18 19:19:55.843001,M010,OFF,Sleeping_Not_in_Bed
2517,2010-01-18 19:20:02.140001,M010,ON,Sleeping_Not_in_Bed
2518,2010-01-18 19:20:06.718001,M010,OFF,Sleeping_Not_in_Bed
2519,2010-01-18 19:20:16.312001,M010,ON,Sleeping_Not_in_Bed
2520,2010-01-18 19:20:20.234001,M010,OFF,Sleeping_Not_in_Bed
2521,2010-01-18 19:20:23.531001,M010,ON,Sleeping_Not_in_Bed
2522,2010-01-18 19:20:27.812001,M010,OFF,Sleeping_Not_in_Bed
2523,2010-01-18 19:20:46.593001,M010,ON,Sleeping_Not_in_Bed
2524,2010-01-18 19:20:50.625001,M010,OFF,Sleeping_Not_in_Bed
2525,2010-01-18 19:20:53.234001,M010,ON,Sleeping_Not_in_Bed
2526,2010-01-18 19:20:57.234001,M010,OFF,Sleeping_Not_in_Bed
2527,2010-01-18 19:21:00.812001,M010,ON,Sleeping_Not_in_Bed
2528,2010-01-18 19:21:04.812001,M010,OFF,Sleeping_Not_in_Bed
2529,2010-01-18 19:21:06.140001,M010,ON,Sleeping_Not_in_Bed
2530,2010-01-18 19:21:10.046001,M010,OFF,Sleeping_Not_in_Bed
2531,2010-01-18 19:22:50.015001,M010,ON,Sleeping_Not_in_Bed
2532,2010-01-18 19:22:54.328001,M010,OFF,Sleeping_Not_in_Bed
2533,2010-01-18 19:27:32.203001,M010,ON,Sleeping_Not_in_Bed
2534,2010-01-18 19:27:36.515001,M010,OFF,Sleeping_Not_in_Bed
2535,2010-01-18 19:27:55.015001,M010,ON,Sleeping_Not_in_Bed
2536,2010-01-18 19:27:58.906001,M010,OFF,Sleeping_Not_in_Bed
2537,2010-01-18 19:28:01.609001,M010,ON,Sleeping_Not_in_Bed
2538,2010-01-18 19:28:05.812001,M010,OFF,Sleeping_Not_in_Bed
2539,2010-01-18 19:28:07.484001,M010,ON,Sleeping_Not_in_Bed
2540,2010-01-18 19:28:11.515001,M010,OFF,Sleeping_Not_in_Bed
2541,2010-01-18 19:28:20.687001,M010,ON,Sleeping_Not_in_Bed
2542,2010-01-18 19:28:24.703001,M010,OFF,Sleeping_Not_in_Bed
2543,2010-01-18 19:29:12.500001,M010,ON,Sleeping_Not_in_Bed
2544,2010-01-18 19:29:16.484001,M010,OFF,Sleeping_Not_in_Bed
2545,2010-01-18 19:29:18.390001,M010,ON,Sleeping_Not_in_Bed
2546,2010-01-18 19:29:22.734001,M010,OFF,Sleeping_Not_in_Bed
2547,2010-01-18 19:29:28.000001,M010,ON,Sleeping_Not_in_Bed
2548,2010-01-18 19:29:32.000001,M010,OFF,Sleeping_Not_in_Bed
2549,2010-01-18 19:29:42.203001,M010,ON,Sleeping_Not_in_Bed
2550,2010-01-18 19:29:46.203001,M010,OFF,Sleeping_Not_in_Bed
2551,2010-01-18 19:51:21.031001,M006,ON,Sleeping_Not_in_Bed
2552,2010-01-18 19:51:25.312001,M006,OFF,Sleeping_Not_in_Bed
2553,2010-01-18 19:51:27.593001,M015,ON,Sleeping_Not_in_Bed
2554,2010-01-18 19:51:28.250001,M010,ON,Sleeping_Not_in_Bed
2555,2010-01-18 19:51:28.921001,M015,OFF,Sleeping_Not_in_Bed
2556,2010-01-18 19:51:29.218001,M007,ON,Sleeping_Not_in_Bed
2557,2010-01-18 19:51:29.640001,M007,OFF,Sleeping_Not_in_Bed
2558,2010-01-18 19:51:32.218001,M010,OFF,Sleeping_Not_in_Bed
2559,2010-01-18 19:51:33.531001,M010,ON,Sleeping_Not_in_Bed
2560,2010-01-18 19:51:34.531001,M017,ON,Sleeping_Not_in_Bed
2561,2010-01-18 19:51:37.796001,M010,OFF,Sleeping_Not_in_Bed
2562,2010-01-18 19:51:38.812001,M009,ON,Sleeping_Not_in_Bed
2563,2010-01-18 19:51:39.109001,M017,OFF,Sleeping_Not_in_Bed
2564,2010-01-18 19:51:41.812001,M010,ON,Sleeping_Not_in_Bed
2565,2010-01-18 19:51:42.828001,M009,OFF,Sleeping_Not_in_Bed
2566,2010-01-18 19:51:43.796001,M010,OFF,Sleeping_Not_in_Bed
2567,2010-01-18 19:51:44.390001,M009,ON,Sleeping_Not_in_Bed
2568,2010-01-18 19:51:45.718001,M010,ON,Sleeping_Not_in_Bed
2569,2010-01-18 19:51:48.718001,M009,OFF,Sleeping_Not_in_Bed
2570,2010-01-18 19:51:49.734001,M010,OFF,Sleeping_Not_in_Bed
2571,2010-01-18 19:51:52.734001,M010,ON,Sleeping_Not_in_Bed
2572,2010-01-18 19:51:56.625001,M010,OFF,Sleeping_Not_in_Bed
2573,2010-01-18 19:51:57.031001,M017,ON,Other_Activity
2574,2010-01-18 19:52:00.890001,M017,OFF,Other_Activity
2575,2010-01-18 19:52:01.250001,M015,ON,Other_Activity
2576,2010-01-18 19:52:04.546001,M008,ON,Other_Activity
2577,2010-01-18 19:52:04.937001,M015,OFF,Other_Activity
2578,2010-01-18 19:52:07.859001,M004,ON,Other_Activity
2579,2010-01-18 19:52:08.515001,M008,OFF,Other_Activity
2580,2010-01-18 19:52:12.125001,M004,OFF,Other_Activity
2581,2010-01-18 19:52:14.453001,M004,ON,Other_Activity
2582,2010-01-18 19:52:18.406001,M004,OFF,Other_Activity
2583,2010-01-18 19:52:20.734001,M004,ON,Other_Activity
2584,2010-01-18 19:52:25.015001,M004,OFF,Other_Activity
2585,2010-01-18 19:52:58.734001,M004,ON,Other_Activity
2586,2010-01-18 19:53:02.625001,M004,OFF,Other_Activity
2587,2010-01-18 19:53:06.906001,M004,ON,Other_Activity
2588,2010-01-18 19:53:10.906001,M008,ON,Other_Activity
2589,2010-01-18 19:53:11.203001,M004,OFF,Other_Activity
2590,2010-01-18 19:53:14.812001,M008,OFF,Other_Activity
2591,2010-01-18 19:53:17.531001,M017,ON,Other_Activity
2592,2010-01-18 19:53:21.421001,M017,OFF,Other_Activity
2593,2010-01-18 19:53:24.718001,M017,ON,Other_Activity
2594,2010-01-18 19:53:28.734001,M017,OFF,Other_Activity
2595,2010-01-18 19:53:31.015001,M017,ON,Other_Activity
2596,2010-01-18 19:53:35.328001,M017,OFF,Other_Activity
2597,2010-01-18 19:53:36.625001,M017,ON,Other_Activity
2598,2010-01-18 19:53:37.328001,M015,ON,Other_Activity
2599,2010-01-18 19:53:40.609001,M017,OFF,Other_Activity
2600,2010-01-18 19:53:41.218001,M015,OFF,Other_Activity
2601,2010-01-18 19:53:43.546001,M017,ON,Other_Activity
2602,2010-01-18 19:53:47.500001,M017,OFF,Other_Activity
2603,2010-01-18 19:53:48.218001,M009,ON,Other_Activity
2604,2010-01-18 19:53:52.125001,M009,OFF,Other_Activity
2605,2010-01-18 19:54:00.703001,M017,ON,Other_Activity
2606,2010-01-18 19:54:04.703001,M017,OFF,Other_Activity
2607,2010-01-18 19:54:12.921001,M009,ON,Other_Activity
2608,2010-01-18 19:54:15.218001,M011,ON,Other_Activity
2609,2010-01-18 19:54:17.203001,M009,OFF,Other_Activity
2610,2010-01-18 19:54:29.421001,M017,ON,Other_Activity
2611,2010-01-18 19:54:29.703001,M009,ON,Other_Activity
2612,2010-01-18 19:54:33.046001,M011,OFF,Other_Activity
2613,2010-01-18 19:54:33.703001,M017,OFF,Other_Activity
2614,2010-01-18 19:54:34.000001,M009,OFF,Other_Activity
2615,2010-01-18 19:54:36.000001,M009,ON,Other_Activity
2616,2010-01-18 19:54:40.000001,M009,OFF,Other_Activity
2617,2010-01-18 19:54:44.625001,M009,ON,Other_Activity
2618,2010-01-18 19:54:48.625001,M009,OFF,Other_Activity
2619,2010-01-18 19:54:50.921001,M017,ON,Other_Activity
2620,2010-01-18 19:54:51.515001,M009,ON,Other_Activity
2621,2010-01-18 19:54:54.812001,M017,OFF,Other_Activity
2622,2010-01-18 19:54:55.531001,M009,OFF,Other_Activity
2623,2010-01-18 19:54:56.796001,M009,ON,Other_Activity
2624,2010-01-18 19:55:00.828001,M009,OFF,Other_Activity
2625,2010-01-18 19:55:04.718001,M007,ON,Other_Activity
2626,2010-01-18 19:55:09.015001,M007,OFF,Other_Activity
2627,2010-01-18 19:55:11.015001,M015,ON,Other_Activity
2628,2010-01-18 19:55:12.296001,M006,ON,Other_Activity
2629,2010-01-18 19:55:14.625001,M015,OFF,Other_Activity
2630,2010-01-18 19:55:15.625001,M009,ON,Other_Activity
2631,2010-01-18 19:55:16.296001,M006,OFF,Other_Activity
2632,2010-01-18 19:55:17.312001,M017,ON,Other_Activity
2633,2010-01-18 19:55:19.625001,M009,OFF,Other_Activity
2634,2010-01-18 19:55:21.218001,M017,OFF,Other_Activity
2635,2010-01-18 19:55:23.203001,M011,ON,Other_Activity
2636,2010-01-18 19:55:33.093001,M011,OFF,Other_Activity
2637,2010-01-18 19:55:34.421001,M007,ON,Other_Activity
2638,2010-01-18 19:55:35.421001,M015,ON,Other_Activity
2639,2010-01-18 19:55:38.718001,M007,OFF,Other_Activity
2640,2010-01-18 19:55:39.703001,M015,OFF,Other_Activity
2641,2010-01-18 19:55:40.000001,M006,ON,Other_Activity
2642,2010-01-18 19:55:44.312001,M006,OFF,Other_Activity
2643,2010-01-18 19:56:55.593001,M006,ON,Other_Activity
2644,2010-01-18 19:56:59.906001,M006,OFF,Other_Activity
2645,2010-01-18 19:58:09.203001,M006,ON,Other_Activity
2646,2010-01-18 19:58:13.203001,M006,OFF,Other_Activity
2647,2010-01-18 19:58:14.500001,M006,ON,Other_Activity
2648,2010-01-18 19:58:18.406001,M006,OFF,Other_Activity
2649,2010-01-18 19:58:19.812001,M006,ON,Other_Activity
2650,2010-01-18 19:58:23.718001,M006,OFF,Other_Activity
2651,2010-01-18 19:58:25.718001,M006,ON,Other_Activity
2652,2010-01-18 19:58:29.687001,M006,OFF,Other_Activity
2653,2010-01-18 19:58:31.593001,M006,ON,Other_Activity
2654,2010-01-18 19:58:35.609001,M006,OFF,Other_Activity
2655,2010-01-18 19:59:08.609001,M006,ON,Other_Activity
2656,2010-01-18 19:59:12.609001,M006,OFF,Other_Activity
2657,2010-01-18 19:59:15.906001,M006,ON,Other_Activity
2658,2010-01-18 19:59:19.765001,M006,OFF,Other_Activity
2659,2010-01-18 19:59:26.109001,M006,ON,Other_Activity
2660,2010-01-18 19:59:27.109001,D030,CLOSE,Other_Activity
2661,2010-01-18 19:59:29.703001,M015,ON,Other_Activity
2662,2010-01-18 19:59:30.031001,M006,OFF,Other_Activity
2663,2010-01-18 19:59:34.296001,M015,OFF,Other_Activity
2664,2010-01-18 19:59:35.296001,M007,ON,Other_Activity
2665,2010-01-18 19:59:36.000001,M015,ON,Other_Activity
2666,2010-01-18 19:59:39.265001,M007,OFF,Other_Activity
2667,2010-01-18 19:59:39.937001,M015,OFF,Other_Activity
2668,2010-01-18 19:59:40.593001,M017,ON,Other_Activity
2669,2010-01-18 19:59:44.609001,M017,OFF,Other_Activity
2670,2010-01-18 19:59:47.906001,M010,ON,Other_Activity
2671,2010-01-18 19:59:51.796001,M010,OFF,Other_Activity
2672,2010-01-18 20:00:02.703001,M010,ON,Other_Activity
2673,2010-01-18 20:00:07.296001,M010,OFF,Other_Activity
2674,2010-01-18 20:02:09.390001,M010,ON,Other_Activity
2675,2010-01-18 20:02:13.703001,M010,OFF,Other_Activity
2676,2010-01-18 20:02:21.000001,M010,ON,Other_Activity
2677,2010-01-18 20:02:25.281001,M010,OFF,Other_Activity
2678,2010-01-18 20:19:24.234001,M010,ON,Other_Activity
2679,2010-01-18 20:19:28.250001,M010,OFF,Other_Activity
2680,2010-01-18 20:19:30.531001,M010,ON,Other_Activity
2681,2010-01-18 20:19:34.437001,M010,OFF,Other_Activity
2682,2010-01-18 20:19:49.640001,M010,ON,Other_Activity
2683,2010-01-18 20:19:53.640001,M010,OFF,Other_Activity
2684,2010-01-18 20:39:03.984001,M010,ON,Other_Activity
2685,2010-01-18 20:39:07.875001,M010,OFF,Other_Activity
2686,2010-01-18 20:39:09.578001,M010,ON,Other_Activity
2687,2010-01-18 20:39:10.875001,M017,ON,Other_Activity
2688,2010-01-18 20:39:13.468001,M010,OFF,Other_Activity
2689,2010-01-18 20:39:14.453001,M009,ON,Other_Activity
2690,2010-01-18 20:39:14.875001,M017,OFF,Other_Activity
2691,2010-01-18 20:39:18.484001,M009,OFF,Other_Activity
2692,2010-01-18 20:39:20.468001,M009,ON,Other_Activity
2693,2010-01-18 20:39:24.375001,M009,OFF,Other_Activity
2694,2010-01-18 20:40:50.171001,M009,ON,Other_Activity
2695,2010-01-18 20:40:50.875001,M017,ON,Other_Activity
2696,2010-01-18 20:40:54.171001,M009,OFF,Other_Activity
2697,2010-01-18 20:40:55.453001,M017,OFF,Other_Activity
2698,2010-01-18 20:41:24.171001,M009,ON,Other_Activity
2699,2010-01-18 20:41:28.171001,M009,OFF,Other_Activity
2700,2010-01-18 20:42:28.859001,M009,ON,Other_Activity
2701,2010-01-18 20:42:32.828001,M009,OFF,Other_Activity
2702,2010-01-18 20:42:35.765001,M009,ON,Other_Activity
2703,2010-01-18 20:42:39.765001,M009,OFF,Other_Activity
2704,2010-01-18 20:43:02.156001,M017,ON,Other_Activity
2705,2010-01-18 20:43:02.562001,M009,ON,Other_Activity
2706,2010-01-18 20:43:06.468001,M009,OFF,Other_Activity
2707,2010-01-18 20:43:06.781001,M017,OFF,Other_Activity
2708,2010-01-18 20:43:43.750001,M009,ON,Other_Activity
2709,2010-01-18 20:43:45.421001,M017,ON,Other_Activity
2710,2010-01-18 20:43:47.765001,M009,OFF,Other_Activity
2711,2010-01-18 20:43:49.640001,M017,OFF,Other_Activity
2712,2010-01-18 20:44:07.562001,M009,ON,Other_Activity
2713,2010-01-18 20:44:11.453001,M009,OFF,Other_Activity
2714,2010-01-18 20:44:23.062001,M009,ON,Other_Activity
2715,2010-01-18 20:44:26.953001,M009,OFF,Other_Activity
2716,2010-01-18 20:45:15.156001,M009,ON,Other_Activity
2717,2010-01-18 20:45:16.453001,M017,ON,Other_Activity
2718,2010-01-18 20:45:19.140001,M009,OFF,Other_Activity
2719,2010-01-18 20:45:20.750001,M017,OFF,Other_Activity
2720,2010-01-18 20:45:21.734001,M009,ON,Other_Activity
2721,2010-01-18 20:45:25.734001,M009,OFF,Other_Activity
2722,2010-01-18 20:46:46.546001,M009,ON,Other_Activity
2723,2010-01-18 20:46:50.531001,M009,OFF,Other_Activity
2724,2010-01-18 20:46:53.515001,M009,ON,Other_Activity
2725,2010-01-18 20:46:57.453001,M009,OFF,Other_Activity
2726,2010-01-18 20:46:59.453001,M009,ON,Other_Activity
2727,2010-01-18 20:47:03.453001,M009,OFF,Other_Activity
2728,2010-01-18 20:47:21.250001,M009,ON,Other_Activity
2729,2010-01-18 20:47:25.140001,M009,OFF,Other_Activity
2730,2010-01-18 20:47:59.828001,M009,ON,Other_Activity
2731,2010-01-18 20:48:03.765001,M009,OFF,Other_Activity
2732,2010-01-18 20:50:18.140001,M009,ON,Other_Activity
2733,2010-01-18 20:50:22.000001,M009,OFF,Other_Activity
2734,2010-01-18 20:50:36.218001,M009,ON,Other_Activity
2735,2010-01-18 20:50:40.546001,M009,OFF,Other_Activity
2736,2010-01-18 20:58:38.718001,M009,ON,Other_Activity
2737,2010-01-18 20:58:42.609001,M009,OFF,Other_Activity
2738,2010-01-18 20:59:22.203001,M009,ON,Other_Activity
2739,2010-01-18 20:59:26.468001,M009,OFF,Other_Activity
2740,2010-01-18 20:59:34.812001,M009,ON,Other_Activity
2741,2010-01-18 20:59:38.703001,M009,OFF,Other_Activity
2742,2010-01-18 21:02:12.781001,M009,ON,Other_Activity
2743,2010-01-18 21:02:16.765001,M009,OFF,Other_Activity
2744,2010-01-18 21:02:19.093001,M009,ON,Other_Activity
2745,2010-01-18 21:02:23.406001,M009,OFF,Other_Activity
2746,2010-01-18 21:03:18.203001,M009,ON,Other_Activity
2747,2010-01-18 21:03:22.500001,M009,OFF,Other_Activity
2748,2010-01-18 21:03:52.203001,M009,ON,Other_Activity
2749,2010-01-18 21:03:56.078001,M009,OFF,Other_Activity
2750,2010-01-18 21:04:01.390001,M009,ON,Other_Activity
2751,2010-01-18 21:04:05.671001,M009,OFF,Other_Activity
2752,2010-01-18 21:04:10.578001,M009,ON,Other_Activity
2753,2010-01-18 21:04:14.593001,M009,OFF,Other_Activity
2754,2010-01-18 21:04:32.375001,M009,ON,Other_Activity
2755,2010-01-18 21:04:36.375001,M009,OFF,Other_Activity
2756,2010-01-18 21:04:52.171001,M009,ON,Other_Activity
2757,2010-01-18 21:04:56.187001,M009,OFF,Other_Activity
2758,2010-01-18 21:04:58.171001,M009,ON,Other_Activity
2759,2010-01-18 21:05:02.093001,M009,OFF,Other_Activity
2760,2010-01-18 21:05:13.984001,M009,ON,Other_Activity
2761,2010-01-18 21:05:18.265001,M009,OFF,Other_Activity
2762,2010-01-18 21:05:28.890001,M009,ON,Other_Activity
2763,2010-01-18 21:05:32.781001,M009,OFF,Other_Activity
2764,2010-01-18 21:05:35.078001,M009,ON,Other_Activity
2765,2010-01-18 21:05:39.078001,M009,OFF,Other_Activity
2766,2010-01-18 21:05:42.390001,M009,ON,Other_Activity
2767,2010-01-18 21:05:46.984001,M009,OFF,Other_Activity
2768,2010-01-18 21:06:09.375001,M009,ON,Other_Activity
2769,2010-01-18 21:06:13.390001,M009,OFF,Other_Activity
2770,2010-01-18 21:06:15.687001,M009,ON,Other_Activity
2771,2010-01-18 21:06:19.984001,M009,OFF,Other_Activity
2772,2010-01-18 21:06:26.546001,M009,ON,Other_Activity
2773,2010-01-18 21:06:30.562001,M009,OFF,Other_Activity
2774,2010-01-18 21:07:25.984001,M009,ON,Other_Activity
2775,2010-01-18 21:07:30.562001,M009,OFF,Other_Activity
2776,2010-01-18 21:08:10.875001,M009,ON,Other_Activity
2777,2010-01-18 21:08:15.187001,M009,OFF,Other_Activity
2778,2010-01-18 21:08:17.484001,M009,ON,Other_Activity
2779,2010-01-18 21:08:21.375001,M009,OFF,Other_Activity
2780,2010-01-18 21:08:23.046001,M009,ON,Other_Activity
2781,2010-01-18 21:08:25.656001,M017,ON,Other_Activity
2782,2010-01-18 21:08:27.671001,M009,OFF,Other_Activity
2783,2010-01-18 21:08:29.656001,M017,OFF,Other_Activity
2784,2010-01-18 21:08:31.984001,M017,ON,Other_Activity
2785,2010-01-18 21:08:36.250001,M017,OFF,Other_Activity
2786,2010-01-18 21:08:38.578001,M010,ON,Other_Activity
2787,2010-01-18 21:08:42.578001,M010,OFF,Other_Activity
2788,2010-01-18 21:08:44.875001,M010,ON,Other_Activity
2789,2010-01-18 21:08:49.156001,M010,OFF,Other_Activity
2790,2010-01-18 21:08:51.453001,M010,ON,Other_Activity
2791,2010-01-18 21:08:55.359001,M010,OFF,Other_Activity
2792,2010-01-18 21:08:57.078001,M010,ON,Other_Activity
2793,2010-01-18 21:09:00.968001,M010,OFF,Other_Activity
2794,2010-01-18 21:09:01.640001,M017,ON,Other_Activity
2795,2010-01-18 21:09:05.656001,M017,OFF,Other_Activity
2796,2010-01-18 21:09:12.281001,M008,ON,Other_Activity
2797,2010-01-18 21:09:16.156001,M008,OFF,Other_Activity
2798,2010-01-18 21:09:17.875001,M004,ON,Other_Activity
2799,2010-01-18 21:09:21.781001,M004,OFF,Other_Activity
2800,2010-01-18 21:09:23.468001,M004,ON,Other_Activity
2801,2010-01-18 21:09:27.375001,M004,OFF,Other_Activity
2802,2010-01-18 21:09:30.078001,M004,ON,Other_Activity
2803,2010-01-18 21:09:37.968001,M016,ON,Other_Activity
2804,2010-01-18 21:09:38.656001,M016,OFF,Other_Activity
2805,2010-01-18 21:09:39.265001,M004,OFF,Other_Activity
2806,2010-01-18 21:09:39.671001,M004,ON,Other_Activity
2807,2010-01-18 21:09:39.968001,M004,OFF,Other_Activity
2808,2010-01-18 21:11:02.468001,M004,ON,Other_Activity
2809,2010-01-18 21:11:06.359001,M004,OFF,Other_Activity
2810,2010-01-18 21:11:22.859001,M004,ON,Other_Activity
2811,2010-01-18 21:11:26.875001,M004,OFF,Other_Activity
2812,2010-01-18 21:12:16.671001,M016,ON,Other_Activity
2813,2010-01-18 21:12:17.656001,M004,ON,Other_Activity
2814,2010-01-18 21:12:20.953001,M016,OFF,Other_Activity
2815,2010-01-18 21:12:21.953001,M004,OFF,Other_Activity
2816,2010-01-18 21:12:28.859001,M004,ON,Other_Activity
2817,2010-01-18 21:12:32.859001,M004,OFF,Other_Activity
2818,2010-01-18 21:12:36.171001,M016,ON,Other_Activity
2819,2010-01-18 21:12:36.453001,M005,ON,Other_Activity
2820,2010-01-18 21:12:40.171001,M016,OFF,Other_Activity
2821,2010-01-18 21:12:40.468001,M005,OFF,Other_Activity
2822,2010-01-18 21:12:45.765001,M005,ON,Other_Activity
2823,2010-01-18 21:12:50.062001,M005,OFF,Other_Activity
2824,2010-01-18 21:12:51.656001,M005,ON,Other_Activity
2825,2010-01-18 21:12:55.671001,M005,OFF,Other_Activity
2826,2010-01-18 21:12:57.656001,M016,ON,Other_Activity
2827,2010-01-18 21:12:57.953001,M005,ON,Other_Activity
2828,2010-01-18 21:13:01.562001,M016,OFF,Other_Activity
2829,2010-01-18 21:13:01.859001,M005,OFF,Other_Activity
2830,2010-01-18 21:13:03.531001,M004,ON,Other_Activity
2831,2010-01-18 21:13:07.562001,M004,OFF,Other_Activity
2832,2010-01-18 21:13:09.125001,M004,ON,Other_Activity
2833,2010-01-18 21:13:11.156001,M008,ON,Other_Activity
2834,2010-01-18 21:13:13.468001,M004,OFF,Other_Activity
2835,2010-01-18 21:13:15.468001,M008,OFF,Other_Activity
2836,2010-01-18 21:13:17.046001,M008,ON,Other_Activity
2837,2010-01-18 21:13:21.359001,M008,OFF,Other_Activity
2838,2010-01-18 21:13:28.921001,M019,ON,Other_Activity
2839,2010-01-18 21:13:31.250001,M020,ON,Other_Activity
2840,2010-01-18 21:13:32.937001,M019,OFF,Other_Activity
2841,2010-01-18 21:13:35.265001,M020,OFF,Other_Activity
2842,2010-01-18 21:13:36.265001,M012,ON,Other_Activity
2843,2010-01-18 21:13:40.546001,M012,OFF,Other_Activity
2844,2010-01-18 21:13:42.843001,M012,ON,Other_Activity
2845,2010-01-18 21:13:47.156001,M012,OFF,Other_Activity
2846,2010-01-18 21:13:56.062001,M012,ON,Other_Activity
2847,2010-01-18 21:13:59.921001,M012,OFF,Other_Activity
2848,2010-01-18 21:14:29.062001,M020,ON,Other_Activity
2849,2010-01-18 21:14:32.640001,M019,ON,Other_Activity
2850,2010-01-18 21:14:32.937001,M020,OFF,Other_Activity
2851,2010-01-18 21:14:36.656001,M019,OFF,Other_Activity
2852,2010-01-18 21:14:38.265001,M019,ON,Other_Activity
2853,2010-01-18 21:14:38.937001,M020,ON,Other_Activity
2854,2010-01-18 21:14:42.265001,M019,OFF,Other_Activity
2855,2010-01-18 21:14:42.859001,M020,OFF,Other_Activity
2856,2010-01-18 21:15:06.953001,M020,ON,Other_Activity
2857,2010-01-18 21:15:09.250001,M019,ON,Other_Activity
2858,2010-01-18 21:15:10.968001,M020,OFF,Other_Activity
2859,2010-01-18 21:15:12.953001,M019,OFF,Other_Activity
2860,2010-01-18 21:15:25.437001,M019,ON,Other_Activity
2861,2010-01-18 21:15:29.437001,M019,OFF,Other_Activity
2862,2010-01-18 21:19:07.546001,M019,ON,Other_Activity
2863,2010-01-18 21:19:11.437001,M019,OFF,Other_Activity
2864,2010-01-18 21:19:22.750001,M019,ON,Other_Activity
2865,2010-01-18 21:19:26.625001,M019,OFF,Other_Activity
2866,2010-01-18 21:19:27.937001,M020,ON,Other_Activity
2867,2010-01-18 21:19:31.234001,M012,ON,Other_Activity
2868,2010-01-18 21:19:31.906001,M020,OFF,Other_Activity
2869,2010-01-18 21:19:35.203001,M012,OFF,Other_Activity
2870,2010-01-18 21:19:37.234001,M012,ON,Other_Activity
2871,2010-01-18 21:19:41.546001,M012,OFF,Other_Activity
2872,2010-01-18 21:19:46.843001,M012,ON,Other_Activity
2873,2010-01-18 21:19:50.734001,M012,OFF,Other_Activity
2874,2010-01-18 21:19:59.625001,M012,ON,Other_Activity
2875,2010-01-18 21:20:03.640001,M012,OFF,Other_Activity
2876,2010-01-18 21:20:08.203001,M012,ON,Other_Activity
2877,2010-01-18 21:20:12.250001,M012,OFF,Other_Activity
2878,2010-01-18 21:20:22.421001,M012,ON,Other_Activity
2879,2010-01-18 21:20:26.421001,M012,OFF,Other_Activity
2880,2010-01-18 21:20:28.718001,M012,ON,Other_Activity
2881,2010-01-18 21:20:32.625001,M012,OFF,Other_Activity
2882,2010-01-18 21:20:34.921001,M012,ON,Other_Activity
2883,2010-01-18 21:20:38.906001,M012,OFF,Other_Activity
2884,2010-01-18 21:21:05.046001,M012,ON,Other_Activity
2885,2010-01-18 21:21:09.640001,M012,OFF,Other_Activity
2886,2010-01-18 21:21:12.234001,M012,ON,Other_Activity
2887,2010-01-18 21:21:16.218001,M012,OFF,Other_Activity
2888,2010-01-18 21:21:18.843001,M012,ON,Other_Activity
2889,2010-01-18 21:21:22.843001,M012,OFF,Other_Activity
2890,2010-01-18 21:21:27.140001,M012,ON,Other_Activity
2891,2010-01-18 21:21:31.031001,M012,OFF,Other_Activity
2892,2010-01-18 21:21:34.328001,M012,ON,Other_Activity
2893,2010-01-18 21:21:38.640001,M012,OFF,Other_Activity
2894,2010-01-18 21:21:41.937001,M012,ON,Other_Activity
2895,2010-01-18 21:21:46.234001,M012,OFF,Other_Activity
2896,2010-01-18 21:21:55.796001,M012,ON,Other_Activity
2897,2010-01-18 21:21:59.718001,M012,OFF,Other_Activity
2898,2010-01-18 21:22:09.656001,M012,ON,Other_Activity
2899,2010-01-18 21:22:13.921001,M012,OFF,Other_Activity
2900,2010-01-18 21:22:36.015001,M012,ON,Other_Activity
2901,2010-01-18 21:22:40.328001,M012,OFF,Other_Activity
2902,2010-01-18 21:22:44.031001,M012,ON,Other_Activity
2903,2010-01-18 21:22:48.937001,M012,OFF,Other_Activity
2904,2010-01-18 21:22:51.234001,M012,ON,Other_Activity
2905,2010-01-18 21:22:55.234001,M012,OFF,Other_Activity
2906,2010-01-18 21:22:59.156001,M012,ON,Other_Activity
2907,2010-01-18 21:23:03.109001,M012,OFF,Other_Activity
