Time,Sensor,Signal,Activity
2009-12-21 13:28:22.000001,M012,ON,Other_Activity
2009-12-21 13:28:23.703001,M019,OFF,Other_Activity
2009-12-21 13:28:24.000001,M020,OFF,Other_Activity
2009-12-21 13:28:27.000001,M008,ON,Other_Activity
2009-12-21 13:28:27.296001,M019,ON,Other_Activity
2009-12-21 13:28:27.625001,M015,ON,Other_Activity
2009-12-21 13:28:27.968001,M012,OFF,Other_Activity
2009-12-21 13:28:28.609001,M016,ON,Other_Activity
2009-12-21 13:28:29.937001,M004,ON,Personal_Hygiene
2009-12-21 13:28:30.265001,M019,OFF,Personal_Hygiene
2009-12-21 13:28:30.906001,M008,OFF,Personal_Hygiene
2009-12-21 13:28:31.593001,M015,OFF,Personal_Hygiene
2009-12-21 13:28:32.609001,M016,OFF,Personal_Hygiene
2009-12-21 13:28:33.593001,M004,OFF,Personal_Hygiene
2009-12-21 13:28:36.531001,M004,ON,Personal_Hygiene
2009-12-21 13:28:40.500001,M004,OFF,Personal_Hygiene
2009-12-21 13:30:37.625001,M016,ON,Personal_Hygiene
2009-12-21 13:30:39.281001,M004,ON,Personal_Hygiene
2009-12-21 13:30:41.593001,M016,OFF,Personal_Hygiene
2009-12-21 13:30:43.234001,M004,OFF,Personal_Hygiene
2009-12-21 13:30:46.921001,M004,ON,Personal_Hygiene
2009-12-21 13:30:50.500001,M004,OFF,Personal_Hygiene
2009-12-21 13:31:10.296001,M004,ON,Personal_Hygiene
2009-12-21 13:31:13.593001,M016,ON,Personal_Hygiene
2009-12-21 13:31:14.593001,M004,OFF,Personal_Hygiene
2009-12-21 13:31:17.593001,M016,OFF,Personal_Hygiene
2009-12-21 13:31:22.187001,M016,ON,Personal_Hygiene
2009-12-21 13:31:23.859001,M004,ON,Personal_Hygiene
2009-12-21 13:31:27.796001,M004,OFF,Personal_Hygiene
2009-12-21 13:31:28.484001,M019,ON,Other_Activity
2009-12-21 13:31:30.421001,M016,OFF,Other_Activity
2009-12-21 13:31:30.796001,M017,ON,Other_Activity
2009-12-21 13:31:31.421001,M015,ON,Other_Activity
2009-12-21 13:31:31.734001,M015,OFF,Other_Activity
2009-12-21 13:31:32.453001,M018,ON,Other_Activity
2009-12-21 13:31:32.734001,M019,OFF,Other_Activity
2009-12-21 13:31:34.078001,M008,ON,Other_Activity
2009-12-21 13:31:34.390001,M008,OFF,Other_Activity
2009-12-21 13:31:35.093001,M017,OFF,Other_Activity
2009-12-21 13:31:36.031001,M018,OFF,Other_Activity
2009-12-21 13:31:38.390001,M009,ON,Other_Activity
2009-12-21 13:31:42.296001,M009,OFF,Other_Activity
2009-12-21 13:34:38.187001,M009,ON,Other_Activity
2009-12-21 13:34:42.187001,M009,OFF,Other_Activity
2009-12-21 13:34:45.781001,M009,ON,Other_Activity
2009-12-21 13:34:49.765001,M009,OFF,Other_Activity
2009-12-21 13:36:41.265001,M009,ON,Other_Activity
2009-12-21 13:36:45.265001,M009,OFF,Other_Activity
2009-12-21 13:37:01.437001,M009,ON,Other_Activity
2009-12-21 13:37:05.359001,M009,OFF,Other_Activity
2009-12-21 13:37:26.171001,M018,ON,Other_Activity
2009-12-21 13:37:27.140001,M017,ON,Other_Activity
2009-12-21 13:37:29.468001,M015,ON,Other_Activity
2009-12-21 13:37:30.109001,M018,OFF,Other_Activity
2009-12-21 13:37:31.109001,M003,ON,Meal_Preparation
2009-12-21 13:37:31.437001,M017,OFF,Meal_Preparation
2009-12-21 13:37:33.406001,M015,OFF,Meal_Preparation
2009-12-21 13:37:35.078001,M003,OFF,Meal_Preparation
2009-12-21 13:37:35.390001,M002,ON,Meal_Preparation
2009-12-21 13:37:35.734001,M015,ON,Meal_Preparation
2009-12-21 13:37:39.359001,M015,OFF,Meal_Preparation
2009-12-21 13:37:39.687001,M002,OFF,Meal_Preparation
2009-12-21 13:37:41.000001,M002,ON,Meal_Preparation
2009-12-21 13:37:45.281001,M002,OFF,Meal_Preparation
2009-12-21 13:37:58.859001,M015,ON,Meal_Preparation
2009-12-21 13:38:02.765001,M002,ON,Meal_Preparation
2009-12-21 13:38:03.093001,M015,OFF,Meal_Preparation
2009-12-21 13:38:03.468001,M003,ON,Meal_Preparation
2009-12-21 13:38:06.765001,M002,OFF,Meal_Preparation
2009-12-21 13:38:07.734001,M003,OFF,Meal_Preparation
2009-12-21 13:38:21.265001,M015,ON,Meal_Preparation
2009-12-21 13:38:21.593001,M003,ON,Meal_Preparation
2009-12-21 13:38:23.937001,D028,OPEN,Meal_Preparation
2009-12-21 13:38:25.562001,M003,OFF,Meal_Preparation
2009-12-21 13:38:25.875001,M015,OFF,Meal_Preparation
2009-12-21 13:38:29.515001,M015,ON,Meal_Preparation
2009-12-21 13:38:30.531001,M003,ON,Meal_Preparation
2009-12-21 13:38:33.468001,M015,OFF,Meal_Preparation
2009-12-21 13:38:34.796001,M003,OFF,Meal_Preparation
2009-12-21 13:38:37.765001,M003,ON,Meal_Preparation
2009-12-21 13:38:41.062001,M015,ON,Meal_Preparation
2009-12-21 13:38:42.062001,M003,OFF,Meal_Preparation
2009-12-21 13:38:45.359001,M003,ON,Meal_Preparation
2009-12-21 13:38:45.671001,M015,OFF,Meal_Preparation
2009-12-21 13:38:48.968001,M003,OFF,Meal_Preparation
2009-12-21 13:38:54.265001,M003,ON,Meal_Preparation
2009-12-21 13:38:58.562001,M003,OFF,Meal_Preparation
2009-12-21 13:38:58.890001,M015,ON,Meal_Preparation
2009-12-21 13:39:00.921001,M003,ON,Meal_Preparation
2009-12-21 13:39:02.890001,M015,OFF,Meal_Preparation
2009-12-21 13:39:04.468001,M015,ON,Meal_Preparation
2009-12-21 13:39:04.859001,M003,OFF,Meal_Preparation
2009-12-21 13:39:05.796001,D028,CLOSE,Meal_Preparation
2009-12-21 13:39:08.453001,M015,OFF,Meal_Preparation
2009-12-21 13:39:10.406001,D028,OPEN,Meal_Preparation
2009-12-21 13:39:11.406001,M003,ON,Meal_Preparation
2009-12-21 13:39:13.765001,M015,ON,Meal_Preparation
2009-12-21 13:39:14.046001,D028,CLOSE,Meal_Preparation
2009-12-21 13:39:15.062001,M001,ON,Meal_Preparation
2009-12-21 13:39:15.390001,M003,OFF,Meal_Preparation
2009-12-21 13:39:18.359001,M015,OFF,Meal_Preparation
2009-12-21 13:39:19.359001,M001,OFF,Meal_Preparation
2009-12-21 13:39:20.031001,M002,ON,Meal_Preparation
2009-12-21 13:39:23.968001,M002,OFF,Meal_Preparation
2009-12-21 13:39:25.265001,M002,ON,Meal_Preparation
2009-12-21 13:39:28.265001,M001,ON,Meal_Preparation
2009-12-21 13:39:29.234001,M002,OFF,Meal_Preparation
2009-12-21 13:39:32.203001,M001,OFF,Meal_Preparation
2009-12-21 13:39:34.171001,M001,ON,Meal_Preparation
2009-12-21 13:39:38.468001,M001,OFF,Meal_Preparation
2009-12-21 13:39:41.156001,D023,OPEN,Meal_Preparation
2009-12-21 13:39:41.453001,M015,ON,Meal_Preparation
2009-12-21 13:39:45.406001,M015,OFF,Meal_Preparation
2009-12-21 13:39:48.062001,M003,ON,Meal_Preparation
2009-12-21 13:39:48.390001,D023,CLOSE,Meal_Preparation
2009-12-21 13:39:50.359001,M015,ON,Meal_Preparation
2009-12-21 13:39:52.000001,M003,OFF,Meal_Preparation
2009-12-21 13:39:53.328001,M001,ON,Meal_Preparation
2009-12-21 13:39:54.296001,M015,OFF,Meal_Preparation
2009-12-21 13:39:57.265001,M001,OFF,Meal_Preparation
2009-12-21 13:40:01.250001,M001,ON,Meal_Preparation
2009-12-21 13:40:05.203001,M001,OFF,Meal_Preparation
2009-12-21 13:40:09.156001,M001,ON,Meal_Preparation
2009-12-21 13:40:12.828001,M001,OFF,Meal_Preparation
2009-12-21 13:40:16.406001,M001,ON,Meal_Preparation
2009-12-21 13:40:21.046001,M001,OFF,Meal_Preparation
2009-12-21 13:40:22.359001,M001,ON,Meal_Preparation
2009-12-21 13:40:26.968001,M001,OFF,Meal_Preparation
2009-12-21 13:40:40.171001,M001,ON,Meal_Preparation
2009-12-21 13:40:41.859001,D025,OPEN,Meal_Preparation
2009-12-21 13:40:42.156001,M002,ON,Meal_Preparation
2009-12-21 13:40:44.156001,M001,OFF,Meal_Preparation
2009-12-21 13:40:44.796001,M015,ON,Meal_Preparation
2009-12-21 13:40:45.828001,M002,OFF,Meal_Preparation
2009-12-21 13:40:49.125001,M015,OFF,Meal_Preparation
2009-12-21 13:40:51.765001,M002,ON,Meal_Preparation
2009-12-21 13:40:52.062001,D025,CLOSE,Meal_Preparation
2009-12-21 13:40:56.046001,M002,OFF,Meal_Preparation
2009-12-21 13:40:58.359001,M001,ON,Meal_Preparation
2009-12-21 13:41:02.953001,M001,OFF,Meal_Preparation
2009-12-21 13:41:04.953001,M002,ON,Meal_Preparation
2009-12-21 13:41:06.562001,M015,ON,Meal_Preparation
2009-12-21 13:41:08.921001,M002,OFF,Meal_Preparation
2009-12-21 13:41:10.546001,M015,OFF,Meal_Preparation
2009-12-21 13:41:29.046001,M002,ON,Meal_Preparation
2009-12-21 13:41:32.968001,M002,OFF,Meal_Preparation
2009-12-21 13:41:34.625001,M001,ON,Meal_Preparation
2009-12-21 13:41:34.953001,M015,ON,Meal_Preparation
2009-12-21 13:41:36.281001,D030,OPEN,Meal_Preparation
2009-12-21 13:41:38.921001,M015,OFF,Meal_Preparation
2009-12-21 13:41:39.281001,M001,OFF,Meal_Preparation
2009-12-21 13:41:40.890001,M001,ON,Meal_Preparation
2009-12-21 13:41:44.562001,D030,CLOSE,Meal_Preparation
2009-12-21 13:41:44.859001,M001,OFF,Meal_Preparation
2009-12-21 13:41:48.484001,M001,ON,Meal_Preparation
2009-12-21 13:41:50.156001,M003,ON,Meal_Preparation
2009-12-21 13:41:51.156001,M015,ON,Meal_Preparation
2009-12-21 13:41:52.453001,M001,OFF,Meal_Preparation
2009-12-21 13:41:53.453001,M017,ON,Meal_Preparation
2009-12-21 13:41:54.453001,M003,OFF,Meal_Preparation
2009-12-21 13:41:54.750001,M018,ON,Meal_Preparation
2009-12-21 13:41:55.437001,M015,OFF,Meal_Preparation
2009-12-21 13:41:57.390001,M017,OFF,Meal_Preparation
2009-12-21 13:41:59.062001,M018,OFF,Meal_Preparation
2009-12-21 13:42:37.968001,M011,ON,Meal_Preparation
2009-12-21 13:42:41.953001,M011,OFF,Meal_Preparation
2009-12-21 13:42:50.859001,M011,ON,Meal_Preparation
2009-12-21 13:42:54.796001,M011,OFF,Meal_Preparation
2009-12-21 13:43:41.031001,M011,ON,Meal_Preparation
2009-12-21 13:43:44.953001,M011,OFF,Meal_Preparation
2009-12-21 13:43:46.953001,M018,ON,Meal_Preparation
2009-12-21 13:43:48.937001,M017,ON,Meal_Preparation
2009-12-21 13:43:51.250001,M018,OFF,Meal_Preparation
2009-12-21 13:43:54.234001,M015,ON,Meal_Preparation
2009-12-21 13:43:54.578001,M017,OFF,Meal_Preparation
2009-12-21 13:43:55.187001,M003,ON,Meal_Preparation
2009-12-21 13:43:56.187001,D025,OPEN,Meal_Preparation
2009-12-21 13:43:56.875001,M015,OFF,Meal_Preparation
2009-12-21 13:43:59.156001,M003,OFF,Meal_Preparation
2009-12-21 13:44:02.781001,M015,ON,Meal_Preparation
2009-12-21 13:44:03.156001,D025,CLOSE,Meal_Preparation
2009-12-21 13:44:05.093001,M001,ON,Meal_Preparation
2009-12-21 13:44:05.437001,D030,OPEN,Meal_Preparation
2009-12-21 13:44:07.078001,M015,OFF,Meal_Preparation
2009-12-21 13:44:08.734001,M001,OFF,Meal_Preparation
2009-12-21 13:44:11.031001,M001,ON,Meal_Preparation
2009-12-21 13:44:13.343001,D030,CLOSE,Meal_Preparation
2009-12-21 13:44:15.343001,M001,OFF,Meal_Preparation
2009-12-21 13:44:18.953001,M001,ON,Meal_Preparation
2009-12-21 13:44:22.906001,M001,OFF,Meal_Preparation
2009-12-21 13:44:25.250001,M001,ON,Meal_Preparation
2009-12-21 13:44:25.578001,M002,ON,Meal_Preparation
2009-12-21 13:44:26.546001,M015,ON,Meal_Preparation
2009-12-21 13:44:29.875001,M002,OFF,Meal_Preparation
2009-12-21 13:44:30.187001,M001,OFF,Meal_Preparation
2009-12-21 13:44:30.515001,M015,OFF,Meal_Preparation
2009-12-21 13:44:42.390001,M015,ON,Meal_Preparation
2009-12-21 13:44:46.343001,M015,OFF,Meal_Preparation
2009-12-21 13:44:53.953001,M015,ON,Meal_Preparation
2009-12-21 13:44:57.890001,M002,ON,Meal_Preparation
2009-12-21 13:44:58.234001,M015,OFF,Meal_Preparation
2009-12-21 13:44:59.250001,M001,ON,Meal_Preparation
2009-12-21 13:45:02.187001,M002,OFF,Meal_Preparation
2009-12-21 13:45:02.843001,M001,OFF,Meal_Preparation
2009-12-21 13:45:05.875001,M001,ON,Meal_Preparation
2009-12-21 13:45:10.109001,M001,OFF,Meal_Preparation
2009-12-21 13:45:12.453001,M001,ON,Meal_Preparation
2009-12-21 13:45:16.406001,M001,OFF,Meal_Preparation
2009-12-21 13:45:17.046001,M002,ON,Meal_Preparation
2009-12-21 13:45:17.359001,D025,OPEN,Meal_Preparation
2009-12-21 13:45:21.031001,D025,CLOSE,Meal_Preparation
2009-12-21 13:45:21.343001,M002,OFF,Meal_Preparation
2009-12-21 13:45:21.671001,M001,ON,Meal_Preparation
2009-12-21 13:45:25.281001,M001,OFF,Meal_Preparation
2009-12-21 13:46:00.250001,M001,ON,Meal_Preparation
2009-12-21 13:46:04.234001,M001,OFF,Meal_Preparation
2009-12-21 13:46:07.187001,M001,ON,Meal_Preparation
2009-12-21 13:46:11.140001,M001,OFF,Meal_Preparation
2009-12-21 13:46:24.031001,M001,ON,Meal_Preparation
2009-12-21 13:46:28.640001,M001,OFF,Meal_Preparation
2009-12-21 13:46:29.953001,M001,ON,Meal_Preparation
2009-12-21 13:46:30.953001,M003,ON,Meal_Preparation
2009-12-21 13:46:31.281001,M015,ON,Meal_Preparation
2009-12-21 13:46:33.937001,M001,OFF,Meal_Preparation
2009-12-21 13:46:34.953001,M003,OFF,Meal_Preparation
2009-12-21 13:46:35.250001,M015,OFF,Other_Activity
2009-12-21 13:46:36.234001,M018,ON,Other_Activity
2009-12-21 13:46:39.203001,M009,ON,Eating
2009-12-21 13:46:40.531001,M018,OFF,Eating
2009-12-21 13:46:43.843001,M009,OFF,Eating
2009-12-21 13:46:51.437001,M009,ON,Eating
2009-12-21 13:46:56.031001,M009,OFF,Eating
2009-12-21 13:46:58.031001,M009,ON,Eating
2009-12-21 13:47:01.968001,M009,OFF,Eating
2009-12-21 13:48:48.875001,M009,ON,Eating
2009-12-21 13:48:52.828001,M009,OFF,Eating
2009-12-21 13:48:57.796001,M009,ON,Eating
2009-12-21 13:49:01.734001,M009,OFF,Eating
2009-12-21 13:50:25.937001,M009,ON,Eating
2009-12-21 13:50:30.171001,M009,OFF,Eating
2009-12-21 13:50:40.093001,M009,ON,Eating
2009-12-21 13:50:44.031001,M009,OFF,Eating
2009-12-21 13:51:22.328001,M009,ON,Eating
2009-12-21 13:51:26.312001,M009,OFF,Eating
2009-12-21 13:52:07.859001,M009,ON,Eating
2009-12-21 13:52:12.156001,M009,OFF,Eating
2009-12-21 13:52:22.046001,M009,ON,Eating
2009-12-21 13:52:26.328001,M009,OFF,Eating
2009-12-21 13:53:00.015001,M009,ON,Eating
2009-12-21 13:53:04.312001,M009,OFF,Eating
2009-12-21 13:53:24.125001,M009,ON,Eating
2009-12-21 13:53:28.046001,M009,OFF,Eating
2009-12-21 13:53:53.453001,M009,ON,Eating
2009-12-21 13:53:57.750001,M009,OFF,Eating
2009-12-21 13:54:20.203001,M009,ON,Eating
2009-12-21 13:54:24.140001,M009,OFF,Eating
2009-12-21 13:57:52.031001,M009,ON,Eating
2009-12-21 13:57:56.328001,M009,OFF,Eating
2009-12-21 13:58:04.906001,M009,ON,Eating
2009-12-21 13:58:08.906001,M009,OFF,Eating
2009-12-21 13:58:13.500001,M009,ON,Eating
2009-12-21 13:58:17.468001,M009,OFF,Eating
2009-12-21 13:58:23.046001,M009,ON,Eating
2009-12-21 13:58:27.328001,M009,OFF,Eating
2009-12-21 14:00:09.984001,M009,ON,Eating
2009-12-21 14:00:14.296001,M009,OFF,Eating
2009-12-21 14:00:38.015001,M009,ON,Eating
2009-12-21 14:00:41.984001,M009,OFF,Eating
2009-12-21 14:00:45.937001,M018,ON,Other_Activity
2009-12-21 14:00:46.921001,M017,ON,Other_Activity
2009-12-21 14:00:49.906001,M018,OFF,Other_Activity
2009-12-21 14:00:50.890001,M017,OFF,Other_Activity
2009-12-21 14:00:51.562001,M015,ON,Other_Activity
2009-12-21 14:00:53.218001,M003,ON,Other_Activity
2009-12-21 14:00:55.500001,M015,OFF,Other_Activity
2009-12-21 14:00:56.500001,M002,ON,Other_Activity
2009-12-21 14:00:57.187001,M003,OFF,Other_Activity
2009-12-21 14:01:00.437001,M002,OFF,Other_Activity
2009-12-21 14:01:03.796001,M002,ON,Other_Activity
2009-12-21 14:01:07.718001,M002,OFF,Other_Activity
2009-12-21 14:01:10.015001,M002,ON,Other_Activity
2009-12-21 14:01:14.296001,M002,OFF,Other_Activity
2009-12-21 14:01:15.625001,M002,ON,Other_Activity
2009-12-21 14:01:19.593001,M002,OFF,Other_Activity
2009-12-21 14:01:23.593001,M002,ON,Other_Activity
2009-12-21 14:01:27.859001,M002,OFF,Other_Activity
2009-12-21 14:01:30.796001,M002,ON,Other_Activity
2009-12-21 14:01:35.093001,M002,OFF,Other_Activity
2009-12-21 14:01:37.453001,M002,ON,Other_Activity
2009-12-21 14:01:41.390001,M002,OFF,Other_Activity
2009-12-21 14:01:44.015001,M002,ON,Other_Activity
2009-12-21 14:01:47.656001,M002,OFF,Other_Activity
2009-12-21 14:01:50.281001,M002,ON,Other_Activity
2009-12-21 14:01:54.234001,M002,OFF,Other_Activity
2009-12-21 14:01:57.890001,M002,ON,Other_Activity
2009-12-21 14:02:01.859001,M002,OFF,Other_Activity
2009-12-21 14:02:05.812001,M002,ON,Other_Activity
2009-12-21 14:02:09.734001,M002,OFF,Other_Activity
2009-12-21 14:02:15.390001,M002,ON,Other_Activity
2009-12-21 14:02:18.984001,M015,ON,Other_Activity
2009-12-21 14:02:19.312001,M002,OFF,Other_Activity
2009-12-21 14:02:22.984001,M015,OFF,Other_Activity
2009-12-21 14:02:24.921001,M015,ON,Other_Activity
2009-12-21 14:02:25.250001,M002,ON,Other_Activity
2009-12-21 14:02:26.578001,D028,OPEN,Other_Activity
2009-12-21 14:02:27.265001,M003,ON,Other_Activity
2009-12-21 14:02:28.906001,M015,OFF,Other_Activity
2009-12-21 14:02:29.218001,M002,OFF,Other_Activity
2009-12-21 14:02:31.187001,M003,OFF,Other_Activity
2009-12-21 14:02:33.843001,M003,ON,Other_Activity
2009-12-21 14:02:35.187001,M015,ON,Other_Activity
2009-12-21 14:02:35.515001,D028,CLOSE,Other_Activity
2009-12-21 14:02:37.796001,M003,OFF,Other_Activity
2009-12-21 14:02:39.125001,M015,OFF,Other_Activity
2009-12-21 14:02:41.781001,M003,ON,Other_Activity
2009-12-21 14:02:45.718001,M003,OFF,Other_Activity
2009-12-21 14:03:12.109001,M002,ON,Other_Activity
2009-12-21 14:03:14.781001,M015,ON,Other_Activity
2009-12-21 14:03:15.781001,D025,OPEN,Other_Activity
2009-12-21 14:03:16.078001,M002,OFF,Other_Activity
2009-12-21 14:03:18.718001,M015,OFF,Other_Activity
2009-12-21 14:03:20.046001,D025,CLOSE,Other_Activity
2009-12-21 14:03:21.015001,M015,ON,Other_Activity
2009-12-21 14:03:22.015001,M003,ON,Other_Activity
2009-12-21 14:03:25.312001,M015,OFF,Other_Activity
2009-12-21 14:03:25.984001,M003,OFF,Other_Activity
2009-12-21 14:03:26.671001,M017,ON,Other_Activity
2009-12-21 14:03:27.984001,M018,ON,Other_Activity
2009-12-21 14:03:30.593001,M017,OFF,Other_Activity
2009-12-21 14:03:31.921001,M018,OFF,Other_Activity
2009-12-21 14:03:33.890001,M009,ON,Other_Activity
2009-12-21 14:03:37.875001,M009,OFF,Other_Activity
2009-12-21 14:08:02.171001,M009,ON,Other_Activity
2009-12-21 14:08:06.468001,M009,OFF,Other_Activity
2009-12-21 14:08:08.765001,M009,ON,Other_Activity
2009-12-21 14:08:13.062001,M009,OFF,Other_Activity
2009-12-21 14:08:13.375001,M018,ON,Other_Activity
2009-12-21 14:08:16.062001,M017,ON,Other_Activity
2009-12-21 14:08:17.031001,M018,OFF,Other_Activity
2009-12-21 14:08:18.000001,M015,ON,Other_Activity
2009-12-21 14:08:20.000001,M017,OFF,Other_Activity
2009-12-21 14:08:20.312001,M003,ON,Housekeeping
2009-12-21 14:08:22.671001,M015,OFF,Housekeeping
2009-12-21 14:08:22.968001,M002,ON,Housekeeping
2009-12-21 14:08:24.593001,M003,OFF,Housekeeping
2009-12-21 14:08:26.953001,M002,OFF,Housekeeping
2009-12-21 14:08:29.265001,M002,ON,Housekeeping
2009-12-21 14:08:33.531001,M002,OFF,Housekeeping
2009-12-21 14:08:36.156001,M002,ON,Housekeeping
2009-12-21 14:08:40.109001,M002,OFF,Housekeeping
2009-12-21 14:08:41.765001,M002,ON,Housekeeping
2009-12-21 14:08:45.765001,M002,OFF,Housekeeping
2009-12-21 14:08:50.031001,M002,ON,Housekeeping
2009-12-21 14:08:54.296001,M002,OFF,Housekeeping
2009-12-21 14:08:57.265001,M002,ON,Housekeeping
2009-12-21 14:09:01.265001,M002,OFF,Housekeeping
2009-12-21 14:09:07.171001,M002,ON,Housekeeping
2009-12-21 14:09:11.171001,M002,OFF,Housekeeping
2009-12-21 14:09:36.875001,M002,ON,Housekeeping
2009-12-21 14:09:40.859001,M002,OFF,Housekeeping
2009-12-21 14:09:46.109001,M002,ON,Housekeeping
2009-12-21 14:09:48.765001,M015,ON,Housekeeping
2009-12-21 14:09:50.078001,M002,OFF,Housekeeping
2009-12-21 14:09:51.765001,D023,OPEN,Housekeeping
2009-12-21 14:09:52.062001,M003,ON,Housekeeping
2009-12-21 14:09:53.093001,M015,OFF,Housekeeping
2009-12-21 14:09:56.031001,D024,OPEN,Housekeeping
2009-12-21 14:09:56.390001,M003,OFF,Housekeeping
2009-12-21 14:09:57.000001,D023,CLOSE,Housekeeping
2009-12-21 14:09:59.328001,M003,ON,Housekeeping
2009-12-21 14:09:59.671001,D024,CLOSE,Housekeeping
2009-12-21 14:10:01.000001,M015,ON,Housekeeping
2009-12-21 14:10:03.265001,M003,OFF,Housekeeping
2009-12-21 14:10:04.953001,M003,ON,Housekeeping
2009-12-21 14:10:05.250001,M015,OFF,Housekeeping
2009-12-21 14:10:07.890001,M017,ON,Housekeeping
2009-12-21 14:10:08.875001,M003,OFF,Housekeeping
2009-12-21 14:10:11.859001,M017,OFF,Other_Activity
2009-12-21 14:10:50.125001,M017,ON,Other_Activity
2009-12-21 14:10:54.093001,M017,OFF,Other_Activity
2009-12-21 14:11:30.390001,M017,ON,Other_Activity
2009-12-21 14:11:32.359001,M018,ON,Other_Activity
2009-12-21 14:11:34.343001,M017,OFF,Other_Activity
2009-12-21 14:11:36.359001,M018,OFF,Other_Activity
2009-12-21 14:12:54.859001,M018,ON,Other_Activity
2009-12-21 14:12:57.843001,M010,ON,Other_Activity
2009-12-21 14:12:59.156001,M018,OFF,Other_Activity
2009-12-21 14:13:01.796001,M010,OFF,Other_Activity
2009-12-21 14:13:02.781001,M010,ON,Other_Activity
2009-12-21 14:13:06.812001,M010,OFF,Other_Activity
2009-12-21 14:13:07.062001,M018,ON,Other_Activity
2009-12-21 14:13:10.046001,M017,ON,Other_Activity
2009-12-21 14:13:11.359001,M018,OFF,Other_Activity
2009-12-21 14:13:14.046001,M017,OFF,Other_Activity
2009-12-21 14:13:16.953001,M008,ON,Other_Activity
2009-12-21 14:13:17.343001,M019,ON,Other_Activity
2009-12-21 14:13:19.937001,M016,ON,Other_Activity
2009-12-21 14:13:20.281001,M004,ON,Personal_Hygiene
2009-12-21 14:13:20.937001,M008,OFF,Personal_Hygiene
2009-12-21 14:13:21.281001,M019,OFF,Personal_Hygiene
2009-12-21 14:13:23.937001,M016,OFF,Personal_Hygiene
2009-12-21 14:13:24.250001,M004,OFF,Personal_Hygiene
2009-12-21 14:13:37.750001,M004,ON,Personal_Hygiene
2009-12-21 14:13:38.078001,M016,ON,Personal_Hygiene
2009-12-21 14:13:40.390001,D032,CLOSE,Personal_Hygiene
2009-12-21 14:13:43.046001,M004,OFF,Personal_Hygiene
2009-12-21 14:13:43.375001,M016,OFF,Personal_Hygiene
2009-12-21 14:13:44.343001,M016,ON,Personal_Hygiene
2009-12-21 14:13:46.343001,M004,ON,Personal_Hygiene
2009-12-21 14:13:48.984001,M016,OFF,Personal_Hygiene
2009-12-21 14:13:50.640001,M004,OFF,Personal_Hygiene
2009-12-21 14:13:53.281001,M016,ON,Personal_Hygiene
2009-12-21 14:13:57.546001,M016,OFF,Personal_Hygiene
2009-12-21 14:14:01.187001,M004,ON,Personal_Hygiene
2009-12-21 14:14:05.515001,M004,OFF,Personal_Hygiene
2009-12-21 14:16:45.843001,M004,ON,Personal_Hygiene
2009-12-21 14:16:50.140001,M004,OFF,Personal_Hygiene
2009-12-21 14:16:58.734001,M016,ON,Personal_Hygiene
2009-12-21 14:17:03.046001,M016,OFF,Personal_Hygiene
2009-12-21 14:17:16.906001,M016,ON,Personal_Hygiene
2009-12-21 14:17:18.531001,M004,ON,Personal_Hygiene
2009-12-21 14:17:20.843001,M016,OFF,Personal_Hygiene
2009-12-21 14:17:22.843001,M004,OFF,Personal_Hygiene
2009-12-21 14:17:35.343001,M016,ON,Personal_Hygiene
2009-12-21 14:17:36.000001,M004,ON,Personal_Hygiene
2009-12-21 14:17:37.343001,M015,ON,Personal_Hygiene
2009-12-21 14:17:39.343001,M016,OFF,Personal_Hygiene
2009-12-21 14:17:40.000001,M004,OFF,Personal_Hygiene
2009-12-21 14:17:41.937001,M015,OFF,Personal_Hygiene
2009-12-21 14:17:42.265001,M004,ON,Personal_Hygiene
2009-12-21 14:17:45.937001,M004,OFF,Personal_Hygiene
2009-12-21 14:17:47.921001,M004,ON,Personal_Hygiene
2009-12-21 14:17:51.843001,M004,OFF,Personal_Hygiene
2009-12-21 14:17:54.828001,M004,ON,Personal_Hygiene
2009-12-21 14:17:57.468001,M016,ON,Personal_Hygiene
2009-12-21 14:17:58.781001,M004,OFF,Personal_Hygiene
2009-12-21 14:18:01.734001,M016,OFF,Personal_Hygiene
2009-12-21 14:18:02.062001,M004,ON,Personal_Hygiene
2009-12-21 14:18:03.421001,M016,ON,Personal_Hygiene
2009-12-21 14:18:05.078001,M008,ON,Personal_Hygiene
2009-12-21 14:18:06.031001,M004,OFF,Personal_Hygiene
2009-12-21 14:18:08.031001,M016,OFF,Other_Activity
2009-12-21 14:18:09.031001,M008,OFF,Other_Activity
2009-12-21 14:18:10.968001,M019,ON,Other_Activity
2009-12-21 14:18:11.328001,M008,ON,Other_Activity
2009-12-21 14:18:15.265001,M019,OFF,Other_Activity
2009-12-21 14:18:15.640001,M008,OFF,Other_Activity
2009-12-21 14:18:16.937001,M015,ON,Other_Activity
2009-12-21 14:18:21.234001,M015,OFF,Other_Activity
2009-12-21 14:18:29.796001,M015,ON,Other_Activity
2009-12-21 14:18:33.765001,M015,OFF,Other_Activity
2009-12-21 14:18:35.437001,M015,ON,Other_Activity
2009-12-21 14:18:39.734001,M015,OFF,Other_Activity
2009-12-21 14:18:45.296001,M015,ON,Other_Activity
2009-12-21 14:18:49.296001,M015,OFF,Other_Activity
2009-12-21 14:19:05.437001,M015,ON,Other_Activity
2009-12-21 14:19:09.421001,M015,OFF,Other_Activity
2009-12-21 14:19:36.781001,M015,ON,Other_Activity
